Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256,0.00268949542838788,Cytoplasm,Texture,InfoMeas2,Mitochondria,219
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_0,0.002288085261537727,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,220
Cells_AreaShape_Extent,0.002166393899712081,Cells,AreaShape,Extent,,221
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,0.0020546060704743924,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,222
Nuclei_AreaShape_Zernike_9_7,0.0013461568326170383,Nuclei,AreaShape,Zernike,9,223
Cytoplasm_Texture_Contrast_Actin_3_00_256,0.001183905376758898,Cytoplasm,Texture,Contrast,Actin,224
Cells_AreaShape_FormFactor,5.1741891720509544e-05,Cells,AreaShape,FormFactor,,225
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_4,1.0007605271758483e-08,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,226
Cytoplasm_Correlation_Correlation_Hoechst_Mitochondria,8.053409309920868e-09,Cytoplasm,Correlation,Correlation,Hoechst,227
Nuclei_AreaShape_Zernike_8_2,7.2055127260417206e-09,Nuclei,AreaShape,Zernike,8,228
Nuclei_Correlation_K_Hoechst_PM,5.2228115894178075e-09,Nuclei,Correlation,K,Hoechst,229
Nuclei_Texture_InfoMeas2_Actin_3_03_256,1.7115875128430871e-09,Nuclei,Texture,InfoMeas2,Actin,230
Nuclei_Intensity_MassDisplacement_Mitochondria,0.0,Nuclei,Intensity,MassDisplacement,Mitochondria,231
Cytoplasm_Texture_Correlation_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,Correlation,Mitochondria,232
Nuclei_AreaShape_Zernike_2_0,0.0,Nuclei,AreaShape,Zernike,2,233
Nuclei_AreaShape_Zernike_6_2,0.0,Nuclei,AreaShape,Zernike,6,234
Nuclei_RadialDistribution_ZernikeMagnitude_PM_9_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,235
Nuclei_RadialDistribution_ZernikeMagnitude_ER_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,236
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,237
Cells_RadialDistribution_ZernikeMagnitude_Actin_3_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,238
Nuclei_Texture_DifferenceEntropy_Mitochondria_3_00_256,0.0,Nuclei,Texture,DifferenceEntropy,Mitochondria,239
Cytoplasm_RadialDistribution_FracAtD_Actin_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,240
Cells_Intensity_MeanIntensityEdge_PM,0.0,Cells,Intensity,MeanIntensityEdge,PM,241
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,Nuclei,Correlation,RWC,Hoechst,242
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,243
Nuclei_Correlation_K_Hoechst_ER,0.0,Nuclei,Correlation,K,Hoechst,244
Nuclei_Correlation_Correlation_Actin_PM,0.0,Nuclei,Correlation,Correlation,Actin,245
Cytoplasm_RadialDistribution_MeanFrac_Actin_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,246
Nuclei_Correlation_RWC_Hoechst_Actin,0.0,Nuclei,Correlation,RWC,Hoechst,247
Cytoplasm_Intensity_StdIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,StdIntensityEdge,Mitochondria,248
Nuclei_Texture_InfoMeas2_Actin_3_01_256,0.0,Nuclei,Texture,InfoMeas2,Actin,249
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,250
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,251
Nuclei_RadialDistribution_FracAtD_Mitochondria_4of4,0.0,Nuclei,RadialDistribution,FracAtD,Mitochondria,252
Cytoplasm_RadialDistribution_FracAtD_ER_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,253
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Nuclei,Intensity,IntegratedIntensityEdge,Hoechst,254
Nuclei_Correlation_RWC_Hoechst_PM,0.0,Nuclei,Correlation,RWC,Hoechst,255
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,256
Nuclei_RadialDistribution_MeanFrac_PM_4of4,0.0,Nuclei,RadialDistribution,MeanFrac,PM,257
Cells_RadialDistribution_ZernikeMagnitude_Actin_5_5,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,258
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,259
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,260
Cytoplasm_Granularity_2_Hoechst,0.0,Cytoplasm,Granularity,2,Hoechst,261
Cells_RadialDistribution_RadialCV_PM_1of4,0.0,Cells,RadialDistribution,RadialCV,PM,262
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,263
Cytoplasm_Texture_InfoMeas1_ER_3_01_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,264
Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,Cytoplasm,RadialDistribution,RadialCV,ER,265
Cells_RadialDistribution_ZernikeMagnitude_Actin_5_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,266
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Mitochondria,267
Nuclei_Intensity_IntegratedIntensity_Mitochondria,0.0,Nuclei,Intensity,IntegratedIntensity,Mitochondria,268
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,269
Cells_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Cells,Intensity,IntegratedIntensityEdge,Hoechst,270
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,271
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,272
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,273
Nuclei_Texture_DifferenceEntropy_ER_3_00_256,0.0,Nuclei,Texture,DifferenceEntropy,ER,274
Cells_Correlation_Manders_PM_Actin,0.0,Cells,Correlation,Manders,PM,275
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,276
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,277
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_2_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,278
Cytoplasm_RadialDistribution_FracAtD_Actin_2of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,279
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_5_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,280
Cells_Texture_AngularSecondMoment_PM_3_01_256,0.0,Cells,Texture,AngularSecondMoment,PM,281
Nuclei_Texture_InfoMeas1_Hoechst_3_03_256,0.0,Nuclei,Texture,InfoMeas1,Hoechst,282
Nuclei_Texture_InfoMeas1_PM_3_00_256,0.0,Nuclei,Texture,InfoMeas1,PM,283
Nuclei_Texture_InfoMeas1_Actin_3_01_256,0.0,Nuclei,Texture,InfoMeas1,Actin,284
Cells_RadialDistribution_ZernikeMagnitude_PM_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,285
Cells_RadialDistribution_ZernikeMagnitude_ER_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,286
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,287
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,288
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_7_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,289
Nuclei_AreaShape_Zernike_1_1,0.0,Nuclei,AreaShape,Zernike,1,290
Nuclei_Texture_Correlation_Hoechst_3_02_256,0.0,Nuclei,Texture,Correlation,Hoechst,291
Cells_Correlation_Manders_PM_Mitochondria,0.0,Cells,Correlation,Manders,PM,292
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Hoechst,293
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,294
Cells_Texture_DifferenceVariance_Hoechst_3_03_256,0.0,Cells,Texture,DifferenceVariance,Hoechst,295
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,296
Nuclei_RadialDistribution_RadialCV_PM_3of4,0.0,Nuclei,RadialDistribution,RadialCV,PM,297
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,298
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,299
Nuclei_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,Nuclei,RadialDistribution,RadialCV,Mitochondria,300
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_2_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,301
Cells_RadialDistribution_ZernikeMagnitude_PM_9_9,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,302
Nuclei_Texture_DifferenceEntropy_PM_3_00_256,0.0,Nuclei,Texture,DifferenceEntropy,PM,303
Cells_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,304
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,PM,305
Cytoplasm_RadialDistribution_FracAtD_Actin_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,306
Nuclei_RadialDistribution_FracAtD_Actin_3of4,0.0,Nuclei,RadialDistribution,FracAtD,Actin,307
Cytoplasm_RadialDistribution_MeanFrac_PM_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,PM,308
Nuclei_Intensity_StdIntensity_Mitochondria,0.0,Nuclei,Intensity,StdIntensity,Mitochondria,309
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,310
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,311
Nuclei_Texture_InfoMeas1_Hoechst_3_01_256,0.0,Nuclei,Texture,InfoMeas1,Hoechst,312
Cells_Texture_InfoMeas1_Actin_3_03_256,0.0,Cells,Texture,InfoMeas1,Actin,313
Cytoplasm_Texture_Correlation_Hoechst_3_00_256,0.0,Cytoplasm,Texture,Correlation,Hoechst,314
Cells_RadialDistribution_MeanFrac_ER_2of4,0.0,Cells,RadialDistribution,MeanFrac,ER,315
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,316
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,317
Cells_AreaShape_Zernike_8_8,0.0,Cells,AreaShape,Zernike,8,318
Cells_AreaShape_Zernike_7_3,0.0,Cells,AreaShape,Zernike,7,319
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,320
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,321
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,322
Nuclei_Correlation_Overlap_ER_Hoechst,0.0,Nuclei,Correlation,Overlap,ER,323
Nuclei_Texture_Correlation_Actin_3_01_256,0.0,Nuclei,Texture,Correlation,Actin,324
Cells_Texture_Correlation_Hoechst_3_01_256,0.0,Cells,Texture,Correlation,Hoechst,325
Cells_RadialDistribution_RadialCV_Hoechst_1of4,0.0,Cells,RadialDistribution,RadialCV,Hoechst,326
Cytoplasm_Correlation_RWC_ER_Hoechst,0.0,Cytoplasm,Correlation,RWC,ER,327
Cytoplasm_Intensity_StdIntensityEdge_ER,0.0,Cytoplasm,Intensity,StdIntensityEdge,ER,328
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_00_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,ER,329
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,330
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,331
Cells_Correlation_RWC_Actin_ER,0.0,Cells,Correlation,RWC,Actin,332
Nuclei_Texture_Contrast_PM_3_01_256,0.0,Nuclei,Texture,Contrast,PM,333
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_7,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,334
Cytoplasm_Texture_Contrast_ER_3_03_256,0.0,Cytoplasm,Texture,Contrast,ER,335
Cells_RadialDistribution_RadialCV_PM_3of4,0.0,Cells,RadialDistribution,RadialCV,PM,336
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.0,Nuclei,Texture,InfoMeas1,ER,337
Cells_RadialDistribution_ZernikeMagnitude_PM_7_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,338
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,InfoMeas2,Mitochondria,339
Cells_RadialDistribution_ZernikeMagnitude_ER_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,340
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,341
Cytoplasm_Texture_Entropy_Mitochondria_3_00_256,0.0,Cytoplasm,Texture,Entropy,Mitochondria,342
Cytoplasm_Texture_DifferenceEntropy_Actin_3_02_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Actin,343
Cells_Intensity_IntegratedIntensity_Hoechst,0.0,Cells,Intensity,IntegratedIntensity,Hoechst,344
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_7_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,345
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,346
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,347
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,348
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,349
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,350
Cytoplasm_Intensity_MassDisplacement_Actin,0.0,Cytoplasm,Intensity,MassDisplacement,Actin,351
Cytoplasm_Intensity_MaxIntensity_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensity,Mitochondria,352
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,353
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,354
Nuclei_Texture_Correlation_Actin_3_00_256,0.0,Nuclei,Texture,Correlation,Actin,355
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,356
Cells_RadialDistribution_FracAtD_PM_3of4,0.0,Cells,RadialDistribution,FracAtD,PM,357
Cytoplasm_AreaShape_Zernike_9_3,0.0,Cytoplasm,AreaShape,Zernike,9,358
Cytoplasm_Intensity_MaxIntensityEdge_PM,0.0,Cytoplasm,Intensity,MaxIntensityEdge,PM,359
Cytoplasm_Intensity_IntegratedIntensity_Hoechst,0.0,Cytoplasm,Intensity,IntegratedIntensity,Hoechst,360
Nuclei_RadialDistribution_RadialCV_Actin_1of4,0.0,Nuclei,RadialDistribution,RadialCV,Actin,361
Nuclei_Intensity_LowerQuartileIntensity_Actin,0.0,Nuclei,Intensity,LowerQuartileIntensity,Actin,362
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,363
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,364
Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,Cells,RadialDistribution,MeanFrac,ER,365
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,366
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_7_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,367
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,368
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Hoechst,369
Cytoplasm_RadialDistribution_MeanFrac_Actin_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,370
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,371
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_1_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,372
Cells_RadialDistribution_RadialCV_ER_1of4,0.0,Cells,RadialDistribution,RadialCV,ER,373
Cells_Intensity_UpperQuartileIntensity_Hoechst,0.0,Cells,Intensity,UpperQuartileIntensity,Hoechst,374
Cells_AreaShape_Solidity,0.0,Cells,AreaShape,Solidity,,375
Cytoplasm_Correlation_RWC_Mitochondria_ER,0.0,Cytoplasm,Correlation,RWC,Mitochondria,376
Nuclei_Texture_Contrast_PM_3_03_256,0.0,Nuclei,Texture,Contrast,PM,377
Nuclei_Texture_DifferenceEntropy_Actin_3_00_256,0.0,Nuclei,Texture,DifferenceEntropy,Actin,378
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_3_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,379
Nuclei_AreaShape_Zernike_4_0,0.0,Nuclei,AreaShape,Zernike,4,380
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,381
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,Nuclei,Texture,InfoMeas1,ER,382
Cells_RadialDistribution_MeanFrac_Actin_3of4,0.0,Cells,RadialDistribution,MeanFrac,Actin,383
Nuclei_Texture_InverseDifferenceMoment_ER_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,ER,384
Nuclei_RadialDistribution_MeanFrac_ER_2of4,0.0,Nuclei,RadialDistribution,MeanFrac,ER,385
Nuclei_Texture_Contrast_Actin_3_00_256,0.0,Nuclei,Texture,Contrast,Actin,386
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,387
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_5_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,388
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,389
Cells_RadialDistribution_MeanFrac_PM_2of4,0.0,Cells,RadialDistribution,MeanFrac,PM,390
Nuclei_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,391
Nuclei_Intensity_IntegratedIntensityEdge_PM,0.0,Nuclei,Intensity,IntegratedIntensityEdge,PM,392
Cytoplasm_RadialDistribution_FracAtD_PM_2of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,393
Cytoplasm_Texture_SumVariance_Actin_3_03_256,0.0,Cytoplasm,Texture,SumVariance,Actin,394
Cells_RadialDistribution_FracAtD_ER_1of4,0.0,Cells,RadialDistribution,FracAtD,ER,395
Nuclei_Correlation_Overlap_ER_PM,0.0,Nuclei,Correlation,Overlap,ER,396
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,397
Cells_Intensity_MaxIntensity_Hoechst,0.0,Cells,Intensity,MaxIntensity,Hoechst,398
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,399
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,400
Cytoplasm_AreaShape_MajorAxisLength,0.0,Cytoplasm,AreaShape,MajorAxisLength,,401
Cells_Correlation_RWC_PM_ER,0.0,Cells,Correlation,RWC,PM,402
Nuclei_Neighbors_AngleBetweenNeighbors_Adjacent,0.0,Nuclei,Neighbors,AngleBetweenNeighbors,Adjacent,403
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Hoechst,404
Nuclei_RadialDistribution_ZernikeMagnitude_PM_9_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,405
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_00_256,0.0,Cytoplasm,Texture,DifferenceVariance,Hoechst,406
Nuclei_RadialDistribution_RadialCV_PM_4of4,0.0,Nuclei,RadialDistribution,RadialCV,PM,407
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,408
Nuclei_AreaShape_Zernike_5_5,0.0,Nuclei,AreaShape,Zernike,5,409
Nuclei_Correlation_RWC_PM_ER,0.0,Nuclei,Correlation,RWC,PM,410
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,411
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,412
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_1_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,413
Cytoplasm_Texture_Correlation_ER_3_02_256,0.0,Cytoplasm,Texture,Correlation,ER,414
Cells_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,Cells,RadialDistribution,MeanFrac,Hoechst,415
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,Mitochondria,416
Cells_RadialDistribution_RadialCV_Actin_1of4,0.0,Cells,RadialDistribution,RadialCV,Actin,417
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,418
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256,0.0,Cytoplasm,Texture,InfoMeas1,Hoechst,419
Nuclei_RadialDistribution_ZernikeMagnitude_ER_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,420
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,421
Cells_Texture_InfoMeas2_PM_3_01_256,0.0,Cells,Texture,InfoMeas2,PM,422
Nuclei_AreaShape_Compactness,0.0,Nuclei,AreaShape,Compactness,,423
Nuclei_AreaShape_Zernike_0_0,0.0,Nuclei,AreaShape,Zernike,0,424
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,Mitochondria,425
Nuclei_RadialDistribution_ZernikeMagnitude_ER_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,426
Cytoplasm_AreaShape_Zernike_5_1,0.0,Cytoplasm,AreaShape,Zernike,5,427
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_5_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,428
Cytoplasm_AreaShape_Zernike_8_2,0.0,Cytoplasm,AreaShape,Zernike,8,429
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,430
Cells_Texture_InfoMeas1_Hoechst_3_03_256,0.0,Cells,Texture,InfoMeas1,Hoechst,431
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,432
Cells_Intensity_MeanIntensity_Hoechst,0.0,Cells,Intensity,MeanIntensity,Hoechst,433
Cytoplasm_Texture_Correlation_ER_3_00_256,0.0,Cytoplasm,Texture,Correlation,ER,434
Nuclei_Correlation_RWC_ER_PM,0.0,Nuclei,Correlation,RWC,ER,435
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,436
Cytoplasm_Texture_InfoMeas1_ER_3_02_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,437
Nuclei_RadialDistribution_ZernikeMagnitude_PM_2_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,438
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,439
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_03_256,0.0,Cytoplasm,Texture,InverseDifferenceMoment,ER,440
Nuclei_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,441
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_2_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,442
Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,443
Nuclei_Texture_InfoMeas1_Hoechst_3_00_256,0.0,Nuclei,Texture,InfoMeas1,Hoechst,444
Cytoplasm_Correlation_RWC_Mitochondria_PM,0.0,Cytoplasm,Correlation,RWC,Mitochondria,445
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_1_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,446
